"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,66.8,1.47,0.5503,0,147.9,216.1,2.9,49.5,0.3026,0.2236,0.2291,-0.7,0.67,NA,4,0,0,11,11.06,15,0,114.1,1.16,0.56,10.32,7.58,0.52,NA,-0.015,12.86,163.6,0.062,0,NA,-0.02,0.364,0.448,0.1646,0.4179,98.4,163.6,0,0,-15.5,-0.07,8.4,0.0379,NA,1.11,NA,0.0499,0.74,-1.8,-0.163,221.4,0.1123,-0.1048,109,2.45,0,843425,202.9,-51,NA,202.9,1.3,1.11
"2",2010-12-31,54.5,1.75,0.8518,0.051194539249147,139,222.3,4.7,33.3,0.1310507674144,0.14428076256499,0.1497975708502,0.0707,0.41089457619159,NA,4.6,0,0,-8.667,-8.667,-4.067,0,220.8,1.9505300353357,0.95008605851979,NA,NA,0.95667244367418,NA,0.035,-8.8377,254.1,0.065227170490328,-0.05,NA,-0.0479,0.32929782082324,0.53,0.1741,0.41250562303194,113.2,246.6,0.030413625304136,0.029515938606848,-9.6,-0.04159445407279,10.2,0.04419410745234,NA,1.7741007194245,NA,-0.037551993067591,1.0684575389948,0.1707,NA,230.8,-0.076563604240283,-0.069064748201439,110.6,4.4,7.5,350858,232.4,-15.6,NA,232.4,1.4,1.7344709897611
"3",2009-12-31,55,2,0.861,0.085823267641449,143.8,229.8,8.6,38.5,0.14312267657993,0.15727124183006,0.16753698868581,0.0551,0.39198606271777,NA,7.9,0,0,-11.9882,-11.9882,-4.0882,0,230.5,1.9402356902357,0.93775427176566,NA,NA,0.94158496732026,NA,0.06,-12.7433,269,0.075282854656223,NA,NA,-0.1407,0.27350427350427,0.06,0.1854,0.40121845082681,118.8,255.5,0.052837573385519,0.050185873605948,-14.6,-0.059640522875817,13.5,0.055147058823529,NA,1.7767732962448,NA,-0.048971241830065,1.0437091503268,0.7551,NA,244.8,-0.10091043771044,-0.10152990264256,127.3,4.42,13.5,240967,245.8,7,36.5,245.8,1.35,1.7101080737444
"4",2008-12-31,54.9,2.12,0.8647,0,151,261.3,2.9,60.1,0.21642059776737,0.21139641224059,0.23000382701875,-0.1335,0.24979761767087,NA,8,0,0,-10.8714,-10.8714,-2.8714,0,217.6,2.3938393839384,0.94567579313342,NA,NA,0.76538867393598,NA,0.045,-5.638,277.7,0.055109070034443,NA,NA,-0.1555,0.69348659003831,0.06,0.2015,0.35706084959816,90.9,277.7,0,0,-15.7,-0.055223355610271,0.7,0.0024621878297573,NA,1.8390728476821,NA,-0.038239289482941,0.97678508617657,-5.2335,NA,284.3,-0.11959768976898,-0.10397350993377,150.5,4.94,0,357283,230.1,-36.2,NA,230.1,1.35,1.8390728476821
"5",2007-12-31,53.5,2.11,0.4913,0,155.5,255.3,5,57.3,0.37647831800263,0.1747483989021,0.22444183313749,-0.2147,0.40708324852432,14.776699029126,7.6,0,0,7.7,7.2571,15.3,0.05752,94.9,0.96639511201629,0.28766292816005,12.324675324675,6.202614379085,0.28941750533699,NA,0.105,10.0718,152.2,0.066980023501763,0.32,8.125,0.124,0.5984,0.077,0.2004,0.2099490795143,98.2,152.2,0,0,10.3,0.031412015858493,35.2,0.10734980176883,0,0.97877813504823,NA,0.023482769136932,0.4641659042391,-2.8147,-0.3878548118335,327.9,0.073901181262729,0.066237942122187,157.8,2.6,0,364042,329.9,29.4,5.1768707482993,329.9,1.25,0.97877813504823
"6",2006-12-31,52.8,3.49,0.5494,0,131,228,8.3,63.8,0.13052373158756,0.22129725979882,0.27982456140351,-0.5525,0.33491081179469,NA,8.6,0,0,-2.8,-2.8,5.8,0,425,6.3244047619048,1.3870757180157,NA,73.275862068965,1.4741588622962,NA,0.14,-1.9475,488.8,0.085964912280702,0.24,30.791666666667,0.3467,0.42534504391468,0.071,0.3025,0.23508771929825,67.2,488.8,0,0,-16.3,-0.05653832813042,8.8,0.030523759972251,NA,3.7312977099237,NA,-0.0097121054457163,1.695456122095,-0.8525,NA,288.3,-0.041666666666667,-0.12442748091603,144.4,7.39,0,945270,306.4,-4.8,NA,306.4,1.15,3.7312977099237
"7",2005-12-31,51.7,3.3,0.6335,0,160.6,253.8,9.8,104,0.089255063508411,0.4964200477327,0.40977147360126,1.0598,0.37884767166535,NA,7.8,0,0,-50.7265,-50.7265,-42.9265,0,1061.2,18.749116607774,3.8617176128093,NA,NA,5.0653937947494,NA,0.125,-53.7863,1165.2,0.078014184397163,0.1,219,0.0966,0.22254411377403,0.068,0.1566,0.21158392434988,56.6,1165.2,0,0,-47.7,-0.22768496420048,-3.4,-0.016229116945107,NA,7.2552926525529,NA,-0.24213150357995,5.5618138424821,3.0598,NA,209.5,-0.89622879858657,-0.29701120797011,146.4,21.9,0,242200,274.8,-11.6,NA,274.8,1.5,7.2552926525529
"8",2004-12-31,50.7,1.75,0.6469,0,NA,264.7,0.9,140,0.15268840658741,0.76252723311547,0.52890064223649,0.3285,0.54104189210079,NA,6.7,0,0,-60.0153,-60.0153,-53.3153,0,776.9,16.321428571429,4.2314814814815,NA,NA,4.1456776947705,NA,0.075,-54.5438,916.9,0.064979221760484,0.08,217.625,-0.2532,0.39400707239903,0.015,0.1877,0.20513789195315,47.6,916.9,0,0,-59.1,-0.3153681963714,-16.2,-0.086446104589114,NA,4.887526652452,NA,-0.32025240128068,4.892742796158,-5.4715,0.091168498742177,187.4,-1.2608256302521,-0.31503198294243,124.6,17.41,0,807200,183.6,-59.1,NA,183.6,1.65,4.887526652452
"9",2003-12-31,49.7,2.08,0.6525,0,NA,309.1,1.1,168.7,0.10961663417804,0.83888612630532,NA,-0.8911,0.63754789272031,NA,9.7,0,0,3.2691,3.2691,12.9691,0,1370.3,20.151470588235,6.8140228741919,419.16222615122,105.65850935374,5.5748576078112,0.075,NA,12.7602,1539,0.073439016499515,-0.3,NA,-0.1676,0.57897422811942,0.778,0.4357,0.14331931413782,68,1539,0,0,-1.9,-0.0077298616761595,4.9,0.01993490642799,NA,6.5019011406844,NA,0.0133,6.2611879576892,-9.4911,-2.9032376457818,245.8,0.048075588235294,-0.0080270384452894,106.2,28.61,0,732700,201.1,-17.8,NA,201.1,1.35,6.5019011406844
"10",2002-12-31,49.6,1.95,0.5989,0,NA,324.5,4.3,178.9,0.39658612281091,0.6064406779661,NA,-0.9,0.7159,25.485875706215,11.6,0,0,27.7,16.4629,39.3,0.40567,272.2,NA,NA,9.826714801444,6.9262086513995,0.92271186440678,-0.025,0.02,23.7629,451.1,0.096456086286595,-0.08,NA,-0.0204,0.28101265822785,NA,0.4645,0.13651771956857,57.7,451.1,0,0,17.7,0.06,-12.6,-0.04271186440678,0,1.9065934065934,NA,0.093898305084746,1.5291525423729,-7.3,-0.44342016411284,295,0.28531960138648,0.074809805579036,93.5,9.2,0,160788,272.2,3.6,125.30555555556,272.2,1.35,4.7175043327556
"11",2001-12-31,NA,2.11,0.6996,0,NA,311.6,17.3,141.2,0.28594572701499,0.47767253044655,NA,-0.1397,0.527,22.54794520548,12.8,0,0,46.8451,27.0329,59.6451,0.42293,352.6,NA,NA,7.526934513962,5.9116339816682,1.1928281461434,0.145,NA,22.6726,493.8,0.14569961489089,0.34,27.470588235294,0.0286,0.59831996945399,0,0.5591,0.15821566110398,81.03,493.8,0,0,21.9,0.074086603518268,-5.381,-0.018203653585927,0,2.2223222322232,1.5550307038262,0.091450953508119,1.67050067659,4.3603,0.16129603928817,NA,0.33361596762927,0.098559855985599,88.8,9.34,0,193600,295.6,21.5,22.967441860465,303.3,1.35,6.0940392447242
"12",2000-12-31,NA,0.95,NA,0,NA,297.4,24.8,127.4,0.15299627717065,0.44576627011896,NA,-13.9927,NA,39.093896713615,9.1,0,0,40.81224,23.2964,49.9122,0.42918,705.3,NA,NA,17.281580231813,14.130802384345,2.4678096571029,NA,NA,12.399,832.7,0.12542030934768,NA,24.369230769231,0.2596,0.38985187519697,NA,0.3962,NA,68.7,832.7,0,0,21.3,0.074527641707488,-18.5,-0.064730580825752,0,4.2463029066803,NA,0.081513096,2.9135759272218,10.8974,0.46777098445201,NA,0.33910397142358,0.10861805201428,87.512,15.84,0,NA,285.8,22.1,37.678733031674,296,NA,4.2463029066803
"13",1999-12-31,NA,NA,NA,0,NA,281.8,6.3,154.8,0.54373024236038,NA,NA,NA,NA,24.333333333333,6.6,0,0,28.9,14.8046,21.4046,0.48773,129.9,NA,NA,4.4948096885813,6.0687881013257,0.47898230088496,0.2933,NA,17.2313,284.7,0.066359119943222,NA,45.517857142857,0,0.45429860472888,NA,0.3147,NA,44.6,284.7,0,0,NA,0.065634218289086,NA,-0.046828908554572,0,1.4277833500502,0.8296397317877,0.10656342182891,1.049778761062,NA,-0.020263967902415,NA,0.33194177130045,0.089267803410231,77.4,NA,NA,NA,NA,17.8,15.994382022472,271.2,NA,1.4277833500502
